Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Date,Journey_Day,Journey_Month,Journey_Weekday,Duration_min,Total_Stops_num,Dep_Hour,Arr_Hour
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591,2019-04-21,21,4,6,170,0,10,13
IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 May,6h 55m,1 stop,No info,7191,2019-05-06,6,5,0,415,1,18,1
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,9794,2019-05-18,18,5,5,395,1,6,12
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,2019-06-01,1,6,5,170,0,4,6
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,No info,13626,2019-06-12,12,6,2,330,1,6,12
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,In-flight meal not included,9663,2019-05-12,12,5,6,800,1,20,9
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093,2019-06-15,15,6,5,540,1,7,16
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1 stop,No info,11717,2019-03-12,12,3,1,615,1,21,7
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 19 May,13h 20m,1 stop,No info,14781,2019-05-18,18,5,5,800,1,20,9
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,2019-05-03,3,5,4,165,0,6,8
GoAir,1/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898,2019-06-01,1,6,5,165,0,20,23
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 04 Jun,13h 45m,1 stop,No info,14714,2019-06-03,3,6,0,825,1,22,12
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005,2019-05-27,27,5,0,560,1,11,21
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,2019-06-15,15,6,5,140,0,14,17
SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4413,2019-03-18,18,3,0,160,0,6,9
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,15353,2019-03-06,6,3,2,535,1,10,19
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,2019-05-01,1,5,2,170,0,10,13
IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297,2019-03-15,15,3,4,135,0,13,15
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144,2019-03-09,9,3,5,175,0,20,22
Air India,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 22 May,24h 30m,2 stops,No info,12257,2019-05-21,21,5,1,1470,2,18,19
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 22 May,23h 10m,2 stops,No info,15129,2019-05-21,21,5,1,1390,2,13,12
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,In-flight meal not included,10368,2019-06-24,24,6,0,1375,2,5,4
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029,2019-05-09,9,5,3,560,2,9,19
Air India,6/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 07 Jun,23h 10m,2 stops,No info,9416,2019-06-06,6,6,3,1390,2,12,11
Air India,3/06/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6934,2019-06-03,3,6,0,185,0,18,21
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 22 May,18h,1 stop,No info,11467,2019-05-21,21,5,1,1080,1,20,14
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 04 Jun,10h 15m,1 stop,No info,6795,2019-06-03,3,6,0,615,1,15,1
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,5198,2019-03-27,27,3,2,155,0,15,17
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:25,18:50 10 Mar,25h 25m,1 stop,In-flight meal not included,14053,2019-03-09,9,3,5,1525,1,17,18
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,7927,2019-04-01,1,4,0,975,1,7,23
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462,2019-03-18,18,3,0,165,0,10,12
GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048,2019-04-27,27,4,5,175,0,7,10
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844,2019-05-24,24,5,4,1655,1,20,23
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411,2019-03-03,3,3,6,595,1,8,18
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4462,2019-03-18,18,3,0,160,0,17,19
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678,2019-03-27,27,3,2,90,0,15,17
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 07 Mar,18h 30m,1 stop,No info,15764,2019-03-06,6,3,2,1110,1,9,4
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,22:20,19:45 07 Mar,21h 25m,1 stop,No info,17024,2019-03-06,6,3,2,1285,1,22,19
Air India,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,2019-06-18,18,6,1,80,0,6,7
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,2019-05-01,1,5,2,185,0,18,22
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804,2019-04-24,24,4,2,150,0,14,16
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769,2019-06-24,24,6,0,180,0,8,11
Air Asia,18/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384,2019-03-18,18,3,0,150,0,19,22
Air India,27/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Jun,25h 35m,1 stop,No info,6587,2019-06-27,27,6,3,1535,1,5,6
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,In-flight meal not included,7832,2019-03-21,21,3,3,805,1,5,19
Air India,15/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7082,2019-03-15,15,3,4,135,0,11,13
SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,6300,2019-03-15,15,3,4,135,0,8,10
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571,2019-06-06,6,6,3,475,1,8,16
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,2019-06-27,27,6,3,170,0,13,15
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,00:55 22 May,10h,1 stop,No info,6878,2019-05-21,21,5,1,600,1,14,0
SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,2019-04-01,1,4,0,90,0,5,7
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 22 May,17h 45m,1 stop,No info,9187,2019-05-21,21,5,1,1065,1,17,10
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4441,2019-03-24,24,3,6,165,0,21,23
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,10067,2019-03-01,1,3,4,180,0,8,11
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 Jun,5h 5m,1 stop,No info,5054,2019-06-27,27,6,3,305,1,20,1
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7005,2019-06-06,6,6,3,900,1,6,21
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,12121,2019-05-15,15,5,2,690,1,9,21
IndiGo,27/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,5912,2019-05-27,27,5,0,290,1,15,20
Air Asia,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192,2019-04-01,1,4,0,710,1,7,19
IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,2019-06-09,9,6,6,140,0,13,15
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → DEL,18:20,21:00,2h 40m,non-stop,No info,8016,2019-03-09,9,3,5,160,0,18,21
Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,2050,2019-03-15,15,3,4,85,0,15,16
SpiceJet,21/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,4839,2019-03-21,21,3,3,175,0,9,12
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,2019-05-27,27,5,0,90,0,6,7
Vistara,18/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,2019-06-18,18,6,1,190,0,6,9
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,non-stop,No check-in baggage included,3841,2019-06-21,21,6,4,140,0,22,0
SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,3815,2019-03-15,15,3,4,160,0,6,9
Air India,3/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5176,2019-04-03,3,4,2,165,0,17,19
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 10 May,1h 30m,non-stop,No info,2017,2019-05-09,9,5,3,90,0,22,0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 10 May,25h 55m,1 stop,No info,9187,2019-05-09,9,5,3,1555,1,7,9
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,11598,2019-03-09,9,3,5,165,0,9,12
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,No info,13014,2019-06-01,1,6,5,1025,2,19,12
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 02 Jun,17h 20m,1 stop,In-flight meal not included,10262,2019-06-01,1,6,5,1040,1,19,12
Air India,9/04/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Apr,23h,2 stops,No info,9916,2019-04-09,9,4,1,1380,2,20,19
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1 stop,No info,14231,2019-03-24,24,3,6,1145,1,16,12
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229,2019-06-15,15,6,5,175,0,11,14
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 28 Mar,8h 25m,1 stop,No info,6316,2019-03-27,27,3,2,505,1,17,1
Air Asia,9/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4384,2019-03-09,9,3,5,155,0,10,12
Air India,12/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 13 Jun,26h 20m,2 stops,No info,13381,2019-06-12,12,6,2,1580,2,16,19
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332,2019-05-12,12,5,6,145,0,11,14
Air India,15/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907,2019-06-15,15,6,5,570,1,13,23
IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,2019-06-12,12,6,2,155,0,4,7
Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,07:40 07 Mar,24h 40m,1 stop,No info,15407,2019-03-06,6,3,2,1480,1,7,7
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 28 May,18h 25m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,1105,1,10,4
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,6883,2019-03-27,27,3,2,480,1,13,21
SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,2019-05-03,3,5,4,140,0,17,20
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4284,2019-05-06,6,5,0,165,0,1,4
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2437,2019-05-03,3,5,4,90,0,21,22
SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Apr,2h 20m,non-stop,No info,4174,2019-04-18,18,4,3,140,0,22,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 22 May,16h,1 stop,No info,14781,2019-05-21,21,5,1,960,1,20,12
Air India,21/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 22 May,16h 10m,2 stops,No info,14960,2019-05-21,21,5,1,970,2,16,8
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,2019-06-27,27,6,3,175,0,11,14
SpiceJet,24/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,2019-04-24,24,4,2,270,1,8,13
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,9345,2019-05-18,18,5,5,975,1,7,23
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864,2019-05-15,15,5,2,330,1,7,12
IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295,2019-03-06,6,3,2,140,0,19,21
Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 13 Jun,21h 15m,2 stops,No info,10231,2019-06-12,12,6,2,1275,2,22,19
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,2019-06-01,1,6,5,300,1,14,19
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:45 28 Mar,24h 30m,1 stop,No info,12032,2019-03-27,27,3,2,1470,1,19,19
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,2019-04-15,15,4,0,175,0,15,18
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844,2019-05-15,15,5,2,705,1,6,18
Vistara,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,12:35,5h 55m,1 stop,No info,12476,2019-03-03,3,3,6,355,1,6,12
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,23:00 13 Mar,26h 25m,1 stop,In-flight meal not included,11087,2019-03-12,12,3,1,1585,1,20,23
Air India,6/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 07 Jun,38h,3 stops,No info,10703,2019-06-06,6,6,3,2280,3,5,19
IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6734,2019-05-09,9,5,3,835,1,8,22
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,In-flight meal not included,7832,2019-03-21,21,3,3,375,1,14,20
Air India,1/04/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,11516,2019-04-01,1,4,0,1045,2,5,23
IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850,2019-03-18,18,3,0,140,0,7,10
Jet Airways,9/03/2019,Delhi,Cochin,DEL → JDH → BOM → COK,13:55,04:25 10 Mar,14h 30m,2 stops,No info,17229,2019-03-09,9,3,5,870,2,13,4
SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 Jun,2h 20m,non-stop,No info,3873,2019-06-27,27,6,3,140,0,22,0
Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4160,2019-04-03,3,4,2,85,0,7,8
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7670,2019-05-18,18,5,5,490,1,12,21
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10031,2019-03-24,24,3,6,475,1,8,16
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,In-flight meal not included,11150,2019-06-27,27,6,3,1390,2,13,12
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1 stop,In-flight meal not included,9134,2019-03-15,15,3,4,405,1,11,18
SpiceJet,18/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4423,2019-05-18,18,5,5,170,0,9,12
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 Jun,2h 30m,non-stop,No info,3807,2019-06-21,21,6,4,150,0,22,1
Air India,21/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 May,27h 20m,1 stop,No info,7480,2019-05-21,21,5,1,1640,1,6,9
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,2019-05-06,6,5,0,165,0,6,8
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,2019-06-18,18,6,1,180,0,16,19
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:25 25 Mar,27h 25m,1 stop,No info,12102,2019-03-24,24,3,6,1645,1,17,20
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,In-flight meal not included,15342,2019-03-06,6,3,2,615,1,9,19
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,2019-05-06,6,5,0,365,1,16,22
Air India,12/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 13 Jun,23h 40m,1 stop,No info,7480,2019-06-12,12,6,2,1420,1,9,9
Air India,1/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40 02 Apr,9h 40m,1 stop,No info,4227,2019-04-01,1,4,0,580,1,19,4
Air India,9/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 10 Jun,23h 40m,1 stop,No info,7690,2019-06-09,9,6,6,1420,1,9,9
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,2019-05-18,18,5,5,330,1,15,21
Vistara,18/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5823,2019-04-18,18,4,3,165,0,19,22
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,In-flight meal not included,9134,2019-03-15,15,3,4,570,1,8,18
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,00:45 02 Mar,7h 50m,1 stop,No info,26890,2019-03-01,1,3,4,470,1,16,0
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 10 Jun,22h 30m,1 stop,No info,8366,2019-06-09,9,6,6,1350,1,9,7
Air India,1/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 02 Jun,25h 35m,1 stop,No info,7480,2019-06-01,1,6,5,1535,1,5,6
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781,2019-05-12,12,5,6,365,1,16,22
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,05:55,23:15 25 Mar,41h 20m,2 stops,No info,13990,2019-03-24,24,3,6,2480,2,5,23
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 Mar,26h,2 stops,No info,8245,2019-03-21,21,3,3,1560,2,17,19
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,540,1,10,19
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 Jun,22h 10m,1 stop,No info,12739,2019-06-12,12,6,2,1330,1,6,4
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575,2019-05-21,21,5,1,470,1,11,19
Air India,18/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,11633,2019-03-18,18,3,0,165,0,17,19
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,2019-06-15,15,6,5,810,2,5,19
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6h 5m,1 stop,No info,13817,2019-03-12,12,3,1,365,1,16,23
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8h 40m,1 stop,No info,14231,2019-03-24,24,3,6,520,1,13,22
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1 stop,In-flight meal not included,6992,2019-03-21,21,3,3,680,1,11,23
Air India,21/06/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961,2019-06-21,21,6,4,165,0,6,8
Jet Airways,1/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 02 Jun,8h 25m,2 stops,No info,16263,2019-06-01,1,6,5,505,2,20,4
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,14714,2019-06-27,27,6,3,330,1,7,12
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7740,2019-06-24,24,6,0,810,1,7,21
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,In-flight meal not included,11087,2019-03-18,18,3,0,520,1,11,20
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,14486,2019-03-21,21,3,3,450,1,8,15
IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,18:10,6h 15m,1 stop,No info,6442,2019-05-21,21,5,1,375,1,11,18
Air India,18/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 19 May,30h 30m,2 stops,No info,10361,2019-05-18,18,5,5,1830,2,12,18
Air Asia,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5320,2019-05-12,12,5,6,955,1,7,23
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2 stops,In-flight meal not included,10368,2019-06-15,15,6,5,1615,2,9,12
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,2019-05-15,15,5,2,150,0,17,19
Air India,21/05/2019,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 22 May,14h 35m,1 stop,No info,8151,2019-05-21,21,5,1,875,1,17,8
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 22 Mar,26h 50m,1 stop,No info,12557,2019-03-21,21,3,3,1610,1,16,18
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961,2019-06-15,15,6,5,165,0,10,12
Air India,9/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,4441,2019-04-09,9,4,1,170,0,21,23
SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 16 Mar,1h 25m,non-stop,No info,2753,2019-03-15,15,3,4,85,0,22,0
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Apr,2h 20m,non-stop,No check-in baggage included,3841,2019-04-06,6,4,5,140,0,22,0
Air India,6/04/2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,5022,2019-04-06,6,4,5,1010,1,6,23
Air India,6/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201,2019-06-06,6,6,3,170,0,5,8
Air India,3/06/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934,2019-06-03,3,6,0,180,0,14,17
IndiGo,1/04/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5699,2019-04-01,1,4,0,280,1,17,22
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5088,2019-06-27,27,6,3,165,0,19,22
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1 stop,No info,8601,2019-03-21,21,3,3,650,1,8,19
